DeviceName,CableGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,AlarmEnabled,Length,CableTypeName,DeviceLimitName,SubstationName,FeederName,AORRefName,VoltageLimitName
BOVINE-LA MIRADA:126,DMS,ABC,en_44003,en_44004,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
CARMENITA-GREENING:127,DMS,ABC,en_246004,en_246002,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
CARMENITA-LA MIRADA:128,DMS,ABC,en_246007,en_246001,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
COYOTE SECTION:129,DMS,ABC,en_59064,en_59201,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
MARTY SECTION 1:130,DMS,ABC,en_59068,en_59211,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
ELLIS-SANTIAGO:131,DMS,ABC,en_66001,en_66055,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
ELLIS-JOHANNA:132,DMS,ABC,en_66002,en_66001,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
ELLIS-HAMILTON NO.1:133,DMS,ABC,en_67002,en_67004,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
ELLIS-WAVE NO.1:134,DMS,ABC,en_67005,en_67005,NULL,1,NULL,EMS_TAP_LINE,INGLEWOOD,NULL,All,NULL
